time (ms),x (m/s^2),y (m/s^2),z (m/s^2),B (Raw)
10443811,3.94,2.41,-8.61,509
10444845,3.87,2.41,-8.57,509
10445872,3.90,2.41,-8.53,509
10446899,3.90,2.41,-8.57,509
10447926,3.94,2.44,-8.65,509
10448953,3.94,2.41,-8.57,509
10449980,3.94,2.44,-8.61,509
10451007,3.94,2.41,-8.57,509
10452034,3.90,2.44,-8.57,509
10453061,3.94,2.41,-8.57,509
10454088,3.94,2.44,-8.57,509
10455115,3.94,2.44,-8.61,509
10456143,3.90,2.37,-8.61,509
10457170,3.90,2.48,-8.61,509
10458198,3.94,2.41,-8.57,509
10459225,3.90,2.44,-8.61,509
10460252,3.87,2.44,-8.61,509
10461279,3.94,2.41,-8.61,509
10462312,3.90,2.44,-8.57,509
10463339,3.94,2.41,-8.57,509
10464366,3.94,2.41,-8.57,509
10465394,3.94,2.41,-8.61,509
10466421,3.94,2.44,-8.73,509
10467464,3.90,2.37,-8.61,509
10468491,3.94,2.44,-8.57,509
10469518,3.94,2.41,-8.57,509
10470556,3.94,2.44,-8.61,509
10471583,3.90,2.44,-8.61,509
10472611,3.90,2.41,-8.61,509
10473638,3.90,2.44,-8.65,509
10474665,3.94,2.44,-8.65,509
10475705,3.94,2.52,-8.57,509
10476732,3.94,2.44,-8.57,509
10477759,3.90,2.44,-8.53,509
10478786,3.90,2.41,-8.61,509
10479813,3.90,2.44,-8.61,509
10480839,3.94,2.44,-8.57,509
10481866,3.94,2.37,-8.57,509
10482893,3.98,2.44,-8.53,509
10483920,3.98,2.44,-8.57,509
10484947,3.90,2.41,-8.57,509
10485975,3.90,2.41,-8.57,509
10487002,3.90,2.44,-8.61,509
10488041,3.94,2.41,-8.57,509
10489068,3.90,2.44,-8.57,509
10490095,3.94,2.44,-8.57,509
10491122,3.94,2.44,-8.57,509
10492149,3.98,2.37,-8.57,509
10493177,3.90,2.41,-8.57,509
10494204,3.94,2.41,-8.57,509
10495232,3.90,2.41,-8.61,509
10496259,3.94,2.44,-8.53,509
10497286,3.94,2.44,-8.57,509
10498319,3.94,2.44,-8.57,509
10499346,3.90,2.44,-8.57,509
10500373,3.94,2.44,-8.57,509
10501400,3.94,2.44,-8.61,509
10502427,3.94,2.41,-8.57,509
10503454,3.90,2.41,-8.65,509
10504482,3.94,2.48,-8.53,509
10505509,3.94,2.44,-8.61,509
10506536,3.94,2.44,-8.53,509
10507564,3.94,2.41,-8.57,509
10508591,3.94,2.41,-8.53,509
10509618,3.90,2.44,-8.53,509
10510645,3.87,2.44,-8.61,509
10511672,3.90,2.44,-8.57,509
10512700,3.90,2.37,-8.77,509
10513727,3.94,2.44,-8.61,509
10514754,3.94,2.37,-8.57,509
10515787,3.90,2.41,-8.65,509
10516814,3.94,2.44,-8.69,509
10517841,3.94,2.44,-8.57,509
10518868,3.94,2.44,-8.57,509
10519896,3.90,2.44,-8.57,509
10520923,3.90,2.44,-8.61,509
10521950,3.90,2.44,-8.53,509
10522977,3.94,2.41,-8.57,509
10524004,3.90,2.44,-8.61,509
10525032,3.94,2.41,-8.61,509
10526059,3.94,2.44,-8.73,509
10527086,3.94,2.44,-8.57,509
10528113,3.90,2.37,-8.57,509
10529140,3.90,2.41,-8.53,509
10530167,3.94,2.41,-8.57,509
10531194,3.90,2.41,-8.65,509
10532221,3.98,2.41,-8.61,509
10533255,3.94,2.41,-8.53,509
10534282,3.98,2.41,-8.57,509
10535309,3.94,2.41,-8.57,509
10536336,3.94,2.41,-8.61,509
10537363,3.94,2.41,-8.57,509
10538390,3.98,2.44,-8.61,509
10539418,3.94,2.41,-8.69,509
10540445,3.90,2.44,-8.57,509
10541472,3.94,2.41,-8.57,509
10542499,3.90,2.44,-8.61,509
10543526,3.94,2.41,-8.57,509
10544569,3.90,2.29,-8.46,509
10545596,3.90,2.41,-8.57,509
10546623,3.94,2.41,-8.57,509
10547650,3.94,2.41,-8.61,509
10548688,3.94,2.41,-8.65,509
10549728,3.90,2.41,-8.57,509
10550761,3.90,2.41,-8.53,509
10551788,3.94,2.44,-8.53,509
10552815,3.94,2.44,-8.61,509
10553843,3.90,2.44,-8.57,509
10554870,3.87,2.44,-8.50,509
10555897,3.98,2.44,-8.57,509
10556924,3.90,2.41,-8.53,509
10557952,3.94,2.37,-8.57,509
10558979,3.94,2.44,-8.57,509
10560006,3.90,2.41,-8.57,509
10561033,3.90,2.41,-8.65,509
10562060,3.90,2.41,-8.53,509
10563087,3.94,2.44,-8.57,509
10564114,3.90,2.41,-8.53,509
10565141,3.90,2.41,-8.34,509
10566168,3.90,2.44,-8.61,509
10567196,3.94,2.44,-8.53,509
10568229,3.94,2.41,-8.53,509
10569256,3.94,2.41,-8.69,509
10570284,3.98,2.48,-8.65,509
10571311,3.90,2.44,-8.53,509
10572350,3.98,2.41,-8.57,509
10573377,3.94,2.41,-8.61,509
10574404,3.90,2.41,-8.57,509
10575431,3.90,2.41,-8.57,509
10576458,3.90,2.48,-8.61,509
10577485,3.90,2.41,-8.57,509
10578512,3.94,2.44,-8.53,509
10579539,3.94,2.41,-8.53,509
10580567,3.94,2.41,-8.57,509
10581594,3.90,2.41,-8.61,509
10582622,3.90,2.44,-8.53,509
10583649,3.90,2.44,-8.57,509
10584676,3.94,2.41,-8.61,509
10585709,3.94,2.44,-8.53,509
10586736,3.90,2.44,-8.53,509
10587763,3.94,2.41,-8.57,509
10588790,3.94,2.37,-8.61,509
10589817,3.94,2.37,-8.57,509
10590844,3.90,2.41,-8.61,509
10591872,3.90,2.41,-8.57,509
10592899,3.94,2.44,-8.57,509
10593926,3.94,2.44,-8.61,509
10594953,3.98,2.41,-8.57,509
10595980,3.98,2.41,-8.57,509
10597007,3.90,2.41,-8.61,509
10598034,3.94,2.44,-8.57,509
10599061,3.90,2.41,-8.57,509
10600088,3.94,2.44,-8.57,509
10601115,3.90,2.41,-8.57,509
10602142,3.90,2.44,-8.57,509
10603176,3.90,2.44,-8.57,509
10604203,3.90,2.44,-8.57,509
10605230,3.98,2.44,-8.57,509
10606257,3.90,2.41,-8.57,509
10607285,3.90,2.44,-8.57,508
10608312,3.94,2.41,-8.57,509
10609339,3.94,2.37,-8.57,509
10610366,3.94,2.41,-8.53,509
10611393,3.94,2.41,-8.42,509
10612420,3.90,2.48,-8.57,509
10613447,3.94,2.41,-8.53,509
10614474,3.90,2.41,-8.61,509
10615501,3.94,2.41,-8.57,509
10616528,3.90,2.41,-8.53,509
10617555,3.90,2.41,-8.57,509
10618583,3.94,2.44,-8.61,509
10619610,3.98,2.41,-8.57,509
10620644,3.90,2.44,-8.61,509
10621686,3.90,2.44,-8.57,509
10622726,3.94,2.41,-8.61,509
10623753,3.94,2.44,-8.61,509
10624791,3.90,2.41,-8.50,509
10625818,3.90,2.44,-8.53,509
10626845,3.90,2.41,-8.61,509
10627872,3.90,2.41,-8.57,509
10628899,3.90,2.44,-8.53,509
10629926,3.90,2.41,-8.61,509
10630953,3.94,2.41,-8.61,509
10631981,3.94,2.52,-8.57,509
10633008,3.94,2.41,-8.53,509
10634035,3.94,2.41,-8.50,509
10635062,3.90,2.44,-8.57,509
10636090,3.90,2.41,-8.57,509
10637117,3.94,2.41,-8.57,509
10638150,3.90,2.37,-8.53,509
10639177,3.94,2.41,-8.57,509
10640204,3.90,2.44,-8.57,509
10641231,3.90,2.41,-8.53,509
10642258,3.90,2.41,-8.57,509
10643286,3.94,2.44,-8.53,509
10644313,3.90,2.44,-8.61,509
10645340,3.94,2.37,-8.57,509
10646367,3.90,2.41,-8.61,509
10647394,3.94,2.41,-8.61,509
10648421,3.98,2.41,-8.57,509
10649448,3.94,2.44,-8.57,509
10650475,3.90,2.41,-8.61,509
10651502,3.90,2.44,-8.53,509
10652529,3.94,2.44,-8.53,509
10653556,3.90,2.41,-8.61,509
10654583,3.94,2.37,-8.61,509
10655617,3.90,2.44,-8.53,509
10656656,3.94,2.44,-8.61,509
10657683,3.94,2.52,-8.57,509
10658710,3.98,2.41,-8.61,509
10659737,3.94,2.44,-8.53,509
10660764,3.94,2.41,-8.57,509
10661791,3.87,2.44,-8.53,509
10662818,3.90,2.41,-8.53,509
10663845,3.94,2.41,-8.53,509
10664872,3.98,2.44,-8.57,509
10665900,3.94,2.41,-8.53,509
10666927,3.90,2.44,-8.53,509
10667954,3.94,2.41,-8.53,509
10668981,3.87,2.44,-8.57,509
10670008,3.90,2.44,-8.53,509
10671035,3.94,2.41,-8.61,509
10672062,3.94,2.44,-8.57,509
10673096,3.90,2.41,-8.57,509
10674122,3.94,2.41,-8.53,509
10675150,3.98,2.41,-8.53,509
10676177,3.94,2.41,-8.57,509
10677204,3.94,2.44,-8.57,509
10678232,3.94,2.41,-8.53,509
10679259,3.90,2.41,-8.61,509
10680286,3.90,2.44,-8.53,509
10681313,3.94,2.44,-8.53,509
10682340,3.94,2.41,-8.73,509
10683367,3.98,2.52,-8.61,509
10684394,3.90,2.41,-8.69,509
10685421,3.90,2.44,-8.57,509
10686448,3.94,2.41,-8.57,509
10687475,3.94,2.41,-8.53,509
10688502,3.90,2.41,-8.57,509
10689529,3.94,2.44,-8.57,509
10690563,3.94,2.29,-8.38,509
10691590,3.87,2.41,-8.53,509
10692617,3.94,2.37,-8.57,509
10693644,3.90,2.41,-8.57,509
10694671,3.90,2.41,-8.53,509
10695698,3.90,2.41,-8.53,509
10696726,3.98,2.37,-8.61,509
10697765,3.94,2.41,-8.57,509
10698808,3.94,2.44,-8.57,509
10699835,3.90,2.44,-8.53,509
10700862,3.90,2.44,-8.53,509
10701900,3.90,2.41,-8.61,509
10702927,3.90,2.41,-8.57,509
10703954,3.98,2.37,-8.61,509
10704982,3.94,2.37,-8.57,509
10706009,3.90,2.41,-8.53,509
10707036,3.87,2.44,-8.57,509
10708069,3.90,2.41,-8.57,509
10709096,3.90,2.41,-8.57,509
10710123,3.94,2.41,-8.57,509
10711150,3.90,2.41,-8.57,509
10712177,3.94,2.41,-8.53,509
10713204,3.90,2.41,-8.57,509
10714231,3.90,2.41,-8.57,509
10715258,3.90,2.37,-8.53,509
10716285,3.90,2.41,-8.57,509
10717313,3.90,2.41,-8.57,509
10718340,3.90,2.41,-8.61,509
10719367,3.94,2.44,-8.57,509
10720394,3.90,2.41,-8.53,509
10721421,3.90,2.44,-8.53,509
10722448,3.94,2.41,-8.53,509
10723475,3.94,2.41,-8.57,509
10724502,3.90,2.44,-8.88,509
10725536,3.94,2.44,-8.57,509
10726563,3.94,2.41,-8.57,509
10727590,3.90,2.44,-8.61,509
10728617,3.90,2.44,-8.61,509
10729645,3.90,2.41,-8.57,509
10730672,3.94,2.41,-8.57,509
10731699,3.90,2.44,-8.61,509
10732726,3.94,2.44,-8.57,509
10733753,3.94,2.41,-8.38,509
10734780,3.90,2.56,-8.77,509
10735807,3.87,2.33,-8.46,509
10736834,3.90,2.41,-8.61,509
10737861,3.94,2.41,-8.57,509
10738888,3.90,2.44,-8.53,509
10739915,3.94,2.41,-8.57,509
10740955,3.94,2.41,-8.57,509
10741982,3.90,2.41,-8.57,509
10743009,3.98,2.41,-8.57,509
10744035,3.90,2.41,-8.53,509
10745062,3.90,2.44,-8.57,509
10746089,3.90,2.44,-8.57,509
10747116,3.90,2.44,-8.53,509
10748143,3.90,2.44,-8.53,509
10749169,3.94,2.41,-8.57,509
10750196,3.94,2.41,-8.57,509
10751223,3.94,2.41,-8.65,509
10752250,3.94,2.41,-8.57,509
10753277,3.87,2.44,-8.57,509
10754305,3.90,2.44,-8.57,509
10755332,3.94,2.44,-8.53,509
10756359,3.90,2.44,-8.61,509
10757386,3.90,2.41,-8.57,509
10758413,3.94,2.41,-8.53,509
10759440,3.87,2.41,-8.57,509
10760467,3.90,2.41,-8.61,509
10761500,3.90,2.41,-8.57,509
10762527,3.87,2.44,-8.57,509
10763554,3.94,2.41,-8.61,509
10764581,3.94,2.44,-8.53,509
10765608,3.94,2.41,-8.61,509
10766636,3.90,2.41,-8.57,509
10767663,3.94,2.41,-8.53,509
10768690,3.94,2.41,-8.57,509
10769717,3.94,2.41,-8.61,509
10770745,3.87,2.44,-8.61,509
10771784,3.94,2.44,-8.61,509
10772811,3.90,2.44,-8.53,509
10773838,3.94,2.41,-8.57,509
10774865,3.90,2.41,-8.53,509
10775908,3.90,2.41,-8.61,509
10776935,3.94,2.41,-8.50,509
10777962,3.90,2.41,-8.50,509
10779008,3.94,2.44,-8.53,509
10780035,3.94,2.41,-8.53,509
10781062,3.94,2.44,-8.53,509
10782089,3.94,2.41,-8.57,509
10783115,3.94,2.41,-8.50,509
10784142,3.94,2.44,-8.57,509
10785169,3.94,2.37,-8.53,509
10786196,3.94,2.41,-8.50,509
10787223,3.94,2.41,-8.57,509
10788250,3.90,2.44,-8.53,509
10789277,3.94,2.41,-8.57,509
10790305,3.94,2.44,-8.57,509
10791332,3.90,2.44,-8.57,509
10792359,3.87,2.44,-8.57,509
10793385,3.94,2.37,-8.61,509
10794413,3.94,2.41,-8.53,509
10795441,3.98,2.41,-8.57,509
10796474,3.90,2.44,-8.53,509
10797501,3.94,2.41,-8.53,509
10798528,3.90,2.44,-8.57,509
10799554,3.94,2.41,-8.57,509
10800581,3.94,2.44,-8.61,509
10801608,3.94,2.41,-8.57,509
10802635,3.94,2.41,-8.57,509
10803662,3.94,2.41,-8.53,509
10804690,3.90,2.41,-8.57,509
10805718,3.94,2.44,-8.57,509
10806745,3.94,2.44,-8.53,509
10807772,3.94,2.44,-8.61,509
10808798,3.94,2.44,-8.57,509
10809825,3.94,2.44,-8.57,509
10810852,3.94,2.44,-8.53,509
10811879,3.90,2.41,-8.53,509
10812906,3.87,2.44,-8.57,509
10813940,3.94,2.41,-8.57,509
10814967,3.94,2.41,-8.53,509
10815994,3.94,2.41,-8.53,509
10817021,3.90,2.41,-8.57,509
10818048,3.90,2.44,-8.57,509
10819075,3.94,2.44,-8.53,509
10820102,3.90,2.44,-8.57,509
10821129,3.94,2.41,-8.57,509
10822156,3.90,2.44,-8.57,509
10823183,3.90,2.41,-8.61,509
10824210,3.90,2.44,-8.61,509
10825237,3.90,2.41,-8.53,509
10826276,3.90,2.44,-8.53,509
10827303,3.90,2.41,-8.53,509
10828331,3.94,2.41,-8.57,509
10829358,3.90,2.44,-8.57,509
10830385,3.94,2.41,-8.53,509
10831418,3.94,2.44,-8.53,509
10832445,3.94,2.41,-8.57,509
10833472,3.94,2.41,-8.57,509
10834499,3.94,2.44,-8.53,509
10835526,3.94,2.41,-8.53,509
10836553,3.94,2.37,-8.57,509
10837580,3.94,2.41,-8.57,509
10838607,3.90,2.41,-8.57,509
10839634,3.90,2.41,-8.57,509
10840662,3.90,2.41,-8.61,509
10841689,3.94,2.44,-8.57,509
10842716,3.90,2.41,-8.57,509
10843743,3.90,2.41,-8.57,509
10844770,3.90,2.41,-8.61,509
10845809,3.90,2.44,-8.53,509
10846836,3.94,2.44,-8.65,509
10847863,3.90,2.41,-8.53,509
10848897,3.94,2.41,-8.57,509
10849924,3.90,2.41,-8.53,509
10850951,3.94,2.41,-8.53,509
10851978,3.90,2.44,-8.53,509
10853020,3.90,2.41,-8.53,509
10854047,3.94,2.41,-8.61,509
10855074,3.90,2.41,-8.50,509
10856113,3.94,2.41,-8.57,509
10857140,3.94,2.41,-8.53,509
10858167,3.90,2.44,-8.57,509
10859194,3.90,2.41,-8.57,509
10860221,3.94,2.44,-8.53,509
10861248,3.94,2.41,-8.53,509
10862275,3.90,2.41,-8.57,509
10863302,3.90,2.41,-8.57,509
10864329,3.94,2.41,-8.57,509
10865356,3.90,2.41,-8.57,509
10866390,3.90,2.44,-8.53,509
10867417,3.94,2.41,-8.53,509
10868444,3.90,2.41,-8.57,509
10869471,3.90,2.41,-8.57,509
10870498,3.90,2.41,-8.57,509
10871525,3.90,2.41,-8.65,509
10872552,3.90,2.41,-8.61,509
10873579,3.94,2.41,-8.53,509
10874606,3.87,2.41,-8.53,509
10875633,3.94,2.41,-8.57,509
10876660,3.94,2.37,-8.53,509
10877687,3.90,2.41,-8.53,509
10878714,3.87,2.41,-8.53,509
10879741,3.94,2.44,-8.50,509
10880769,3.98,2.41,-8.53,509
10881796,3.90,2.44,-8.61,509
10882823,3.90,2.37,-8.53,509
10883856,3.94,2.41,-8.65,509
10884883,3.94,2.41,-8.65,509
10885910,3.90,2.44,-8.38,509
10886937,3.94,2.44,-8.30,509
10887964,3.94,2.44,-8.42,509
10888991,3.90,2.41,-8.53,509
10890018,3.90,2.41,-8.57,509
10891045,3.90,2.44,-8.57,509
10892072,3.94,2.41,-8.57,509
10893100,3.90,2.41,-8.53,509
10894127,3.94,2.41,-8.53,509
10895154,3.94,2.41,-8.61,509
10896181,3.94,2.41,-8.53,509
10897208,3.94,2.41,-8.57,509
10898235,3.94,2.41,-8.53,509
10899262,3.94,2.41,-8.53,509
10900289,3.94,2.37,-8.57,509
10901322,3.94,2.44,-8.57,509
10902349,3.90,2.41,-8.57,509
10903376,3.90,2.41,-8.57,509
10904403,3.90,2.41,-8.57,509
10905431,3.90,2.41,-8.57,509
10906458,3.94,2.41,-8.57,509
10907485,3.98,2.41,-8.57,509
10908512,3.90,2.44,-8.53,509
10909539,3.90,2.41,-8.53,509
10910578,3.94,2.37,-8.57,509
10911604,3.90,2.44,-8.53,509
10912631,3.98,2.41,-8.57,509
10913658,3.90,2.41,-8.53,509
10914685,3.94,2.44,-8.53,509
10915713,3.90,2.41,-8.53,509
10916740,3.90,2.41,-8.53,509
10917767,3.90,2.41,-8.53,509
10918813,3.87,2.48,-8.77,509
10919839,3.94,2.26,-8.53,509
10920866,3.94,2.41,-8.69,509
10921893,3.90,2.44,-8.53,509
10922920,3.87,2.41,-8.57,509
10923948,3.90,2.41,-8.50,509
10924975,3.94,2.41,-8.57,509
10926002,3.90,2.41,-8.57,509
10927029,3.90,2.44,-8.53,509
10928056,3.94,2.41,-8.53,509
10929083,3.94,2.41,-8.57,509
10930125,3.87,2.44,-8.57,509
10931152,3.94,2.41,-8.53,509
10932179,3.98,2.41,-8.57,509
10933219,3.90,2.44,-8.57,509
10934245,3.94,2.44,-8.57,509
10935272,3.90,2.41,-8.53,509
10936306,3.94,2.41,-8.80,509
10937332,3.87,2.44,-8.53,509
10938359,3.94,2.41,-8.57,509
10939386,3.94,2.41,-8.53,509
10940413,3.90,2.41,-8.53,509
10941441,3.94,2.41,-8.57,509
10942468,3.90,2.44,-8.57,509
10943495,3.90,2.44,-8.57,509
10944522,3.94,2.44,-8.57,509
10945549,3.90,2.44,-8.53,509
10946576,3.90,2.41,-8.53,509
10947603,3.90,2.41,-8.57,509
10948630,3.94,2.41,-8.61,509
10949657,3.90,2.44,-8.61,509
10950684,3.90,2.41,-8.57,509
10951711,3.90,2.41,-8.57,509
10952738,3.90,2.41,-8.57,509
10953772,3.87,2.48,-8.88,509
10954799,3.94,2.37,-8.73,509
10955825,3.94,2.41,-8.53,509
10956852,3.90,2.44,-8.53,509
10957879,3.94,2.41,-8.57,509
10958906,3.94,2.37,-8.53,509
10959933,3.87,2.44,-8.57,509
10960960,3.87,2.44,-8.57,509
10961987,3.94,2.41,-8.57,509
10963014,3.90,2.41,-8.53,509
10964041,3.94,2.41,-8.53,509
10965068,3.94,2.44,-8.57,509
10966095,3.94,2.41,-8.53,509
10967122,3.94,2.41,-8.57,509
10968150,3.94,2.37,-8.57,509
10969177,3.90,2.44,-8.53,509
10970204,3.90,2.44,-8.53,509
10971236,3.94,2.44,-8.53,509
10972262,3.90,2.41,-8.50,509
10973289,3.90,2.41,-8.53,509
10974316,3.90,2.44,-8.50,509
10975343,3.90,2.41,-8.53,509
10976370,3.98,2.41,-8.57,509
10977397,3.94,2.44,-8.53,509
10978424,3.90,2.41,-8.57,509
10979451,3.94,2.41,-8.57,509
10980478,3.90,2.41,-8.50,509
10981506,3.90,2.44,-8.53,509
10982533,3.94,2.41,-8.57,509
10983560,3.90,2.41,-8.53,509
10984587,3.87,2.44,-8.57,509
10985614,3.90,2.44,-8.53,509
10986641,3.90,2.44,-8.57,509
10987667,3.94,2.37,-8.50,509
10988699,3.94,2.41,-8.53,509
10989725,3.90,2.44,-8.57,509
10990752,3.94,2.41,-8.57,509
10991779,3.87,2.41,-8.53,509
10992806,3.94,2.41,-8.53,509
10993846,3.90,2.41,-8.61,509
10994885,3.90,2.44,-8.57,509
10995912,3.90,2.44,-8.57,509
10996939,3.90,2.44,-8.53,509
10997966,3.87,2.44,-8.57,509
10998993,3.94,2.44,-8.57,509
11000019,3.90,2.41,-8.53,509
11001047,3.94,2.41,-8.61,509
11002074,3.90,2.41,-8.53,509
11003101,3.87,2.44,-8.50,509
11004128,3.90,2.41,-8.53,509
11005155,3.87,2.44,-8.53,509
11006182,3.90,2.44,-8.57,509
11007223,3.90,2.41,-8.53,509
11008250,3.90,2.44,-8.57,509
11009277,3.90,2.41,-8.53,509
11010305,3.94,2.37,-8.57,509
11011343,3.87,2.41,-8.53,509
11012370,3.94,2.41,-8.57,509
11013398,3.94,2.44,-8.53,509
11014425,3.94,2.41,-8.53,509
11015452,3.90,2.41,-8.53,509
11016479,3.90,2.44,-8.53,509
11017506,3.94,2.41,-8.53,509
11018533,3.94,2.41,-8.53,509
11019560,3.90,2.41,-8.50,509
11020588,3.94,2.41,-8.57,509
11021616,3.90,2.41,-8.53,509
11022643,3.87,2.41,-8.57,509
11023670,3.94,2.44,-8.57,509
11024703,3.90,2.41,-8.57,509
11025730,3.94,2.41,-8.53,509
11026757,3.94,2.41,-8.53,509
11027784,3.90,2.41,-8.57,509
11028811,3.94,2.41,-8.61,509
11029838,3.94,2.44,-8.53,509
11030866,3.87,2.44,-8.53,509
11031894,3.94,2.41,-8.53,509
11032921,3.90,2.41,-8.53,509
11033948,3.87,2.41,-8.57,509
11034975,3.90,2.41,-8.53,509
11036002,3.90,2.44,-8.57,509
11037029,3.90,2.41,-8.57,509
11038056,3.94,2.41,-8.53,509
11039083,3.94,2.41,-8.53,509
11040110,3.90,2.41,-8.61,509
11041138,3.90,2.44,-8.53,509
11042171,3.87,2.41,-8.57,509
11043198,3.94,2.41,-8.53,509
11044226,3.90,2.44,-8.57,509
11045253,3.94,2.41,-8.50,509
11046280,3.94,2.41,-8.53,509
11047307,3.94,2.41,-8.53,509
11048334,3.90,2.41,-8.57,509
11049361,3.90,2.41,-8.53,509
11050388,3.94,2.44,-8.57,509
11051415,3.90,2.41,-8.57,509
11052443,3.90,2.41,-8.57,509
11053470,3.98,2.41,-8.57,509
11054497,3.94,2.41,-8.57,509
11055524,3.94,2.41,-8.53,509
11056551,3.87,2.41,-8.50,509
11057579,3.94,2.26,-8.53,509
11058606,3.90,2.44,-8.77,509
11059639,3.87,2.44,-8.53,509
11060666,3.94,2.44,-8.53,509
11061693,3.90,2.41,-8.57,509
11062720,3.90,2.41,-8.53,509
11063747,3.90,2.41,-8.53,509
11064774,3.90,2.41,-8.57,509
11065801,3.90,2.41,-8.57,509
11066829,3.90,2.44,-8.57,509
11067869,3.90,2.41,-8.53,509
11068896,3.90,2.41,-8.57,509
11069923,3.94,2.41,-8.57,509
11070950,3.94,2.41,-8.57,509
11071977,3.90,2.37,-8.57,509
11073004,3.90,2.41,-8.46,509
11074031,3.90,2.41,-8.57,509
11075058,3.90,2.44,-8.61,509
11076085,3.90,2.41,-8.57,509
11077118,3.90,2.41,-8.57,509
11078146,3.90,2.41,-8.53,509
11079173,3.94,2.41,-8.50,509
11080212,3.90,2.44,-8.57,509
11081239,3.90,2.44,-8.57,509
11082267,3.90,2.44,-8.53,509
11083294,3.94,2.44,-8.57,509
11084337,3.90,2.41,-8.53,509
11085364,3.94,2.44,-8.53,509
11086391,3.94,2.41,-8.53,509
11087418,3.90,2.41,-8.53,509
11088456,3.94,2.44,-8.53,509
11089484,3.90,2.41,-8.53,509
11090511,3.90,2.41,-8.57,509
11091538,3.94,2.41,-8.53,509
11092566,3.94,2.44,-8.53,509
11093593,3.94,2.41,-8.53,509
11094626,3.94,2.41,-8.65,509
11095653,3.90,2.44,-8.53,509
11096680,3.94,2.37,-8.53,509
11097707,3.90,2.41,-8.53,509
11098734,3.90,2.41,-8.53,509
11099761,3.90,2.44,-8.57,509
11100788,3.90,2.41,-8.57,509
11101815,3.94,2.37,-8.53,509
11102843,3.94,2.44,-8.53,509
11103870,3.94,2.41,-8.53,509
11104898,3.87,2.44,-8.53,509
11105925,3.94,2.41,-8.57,509
11106952,3.90,2.41,-8.53,509
11107979,3.94,2.41,-8.53,509
11109006,3.87,2.44,-8.57,509
11110033,3.90,2.41,-8.57,509
11111060,3.94,2.37,-8.53,509
11112094,3.90,2.44,-8.57,509
11113121,3.90,2.41,-8.61,509
11114148,3.90,2.41,-8.50,509
11115175,3.87,2.41,-8.53,509
11116203,3.90,2.37,-8.61,509
11117230,3.87,2.44,-8.53,509
11118257,5.92,-2.44,3.81,509
11119284,9.51,0.30,-5.90,509
11120311,7.12,1.92,-6.79,509
11121338,6.86,1.50,-6.91,509
11122365,6.82,1.39,-7.02,509
11123392,5.58,2.22,-5.82,509
11124419,6.82,1.39,-6.48,509
11125446,10.70,-1.73,-4.93,509
11126473,7.49,1.28,-5.98,509
11127500,7.23,1.58,-6.33,509
11128527,7.60,1.02,-5.98,509
11129562,7.53,1.17,-6.02,509
11130588,7.57,1.13,-5.98,509
11131615,7.53,1.17,-6.02,509
11132643,7.57,1.17,-5.98,509
11133670,7.45,1.17,-5.98,509
11134697,7.53,1.17,-5.98,509
11135724,7.53,1.17,-6.02,509
11136751,7.53,1.17,-6.02,509
11137778,7.53,1.17,-5.98,509
11138805,7.57,1.17,-6.02,509
11139832,7.53,1.17,-6.02,509
11140859,7.49,1.17,-6.02,509
11141909,7.53,1.17,-6.02,509
11142936,7.53,1.20,-6.02,509
11143963,7.49,1.20,-6.02,509
11144990,7.53,1.17,-6.02,509
11146017,7.53,1.13,-5.94,509
11147061,7.53,1.20,-6.06,509
11148088,7.53,1.17,-6.02,509
11149115,7.53,1.17,-6.02,509
11150142,7.49,1.24,-6.06,509
11151169,7.49,1.20,-5.98,509
11152197,7.53,1.17,-5.98,509
11153224,7.49,1.17,-6.06,509
11154251,7.49,1.20,-5.94,509
11155278,7.49,1.20,-6.02,509
11156305,7.53,1.17,-5.98,509
11157332,7.49,1.20,-6.02,509
11158360,7.49,1.17,-6.02,509
11159387,7.45,1.20,-6.02,509
11160414,7.45,1.20,-6.02,509
11161456,7.45,1.17,-6.37,509
11162483,7.45,1.20,-6.02,509
11163511,7.45,1.24,-6.02,509
11164567,7.49,1.17,-6.02,509
11165594,7.49,1.20,-6.02,509
11166621,7.42,1.24,-6.02,509
11167648,7.45,1.20,-6.02,509
11168676,7.45,1.20,-6.06,509
11169703,7.45,1.20,-6.02,509
11170731,7.49,1.20,-6.02,509
11171758,7.45,1.17,-6.10,509
11172785,7.45,1.24,-5.94,509
11173812,7.49,1.20,-6.02,509
11174839,7.45,1.24,-6.02,509
11175866,7.49,1.24,-6.06,509
11176893,7.45,1.24,-6.06,509
11177920,7.45,1.24,-6.06,509
11178947,7.49,1.20,-6.06,509
11179974,7.49,1.20,-6.02,509
11181001,7.45,1.24,-6.02,509
11182034,7.45,1.24,-6.06,509
11183062,7.49,1.24,-6.10,509
11184089,7.45,1.28,-6.02,509
11185116,7.53,1.17,-6.02,509
11186143,7.49,1.20,-6.06,509
11187170,7.45,1.20,-5.98,509
11188197,7.45,1.20,-6.02,509
11189224,7.45,1.32,-6.25,509
11190252,7.42,1.20,-5.94,509
11191279,7.42,1.20,-6.02,509
11192306,7.45,1.20,-6.06,509
11193333,7.45,1.20,-6.02,509
11194360,7.49,1.20,-6.06,509
11195387,7.49,1.17,-6.10,509
11196414,7.49,1.24,-6.02,509
11197442,7.49,1.20,-6.06,509
